"Date","Price","Open","High","Low","Vol.","Change %"
"12/03/2010","63,445","62,496","63,592","62,459","","1.55%"
"12/02/2010","62,476","62,803","63,253","62,391","","-0.47%"
"12/01/2010","62,770","63,419","63,730","62,705","","-0.93%"
"11/30/2010","63,362","62,654","63,745","62,439","","1.35%"
"11/29/2010","62,517","62,417","62,967","61,819","","0.04%"
"11/26/2010","62,494","62,564","62,768","61,940","","-0.17%"
"11/25/2010","62,598","62,755","62,848","62,209","","-0.35%"
"11/24/2010","62,817","62,690","63,236","62,298","","0.20%"
"11/23/2010","62,688","62,085","63,129","61,693","","1.00%"
"11/22/2010","62,069","61,275","62,194","61,024","","1.40%"
"11/19/2010","61,210","61,074","61,658","60,900","","-0.03%"
"11/18/2010","61,226","60,222","61,664","60,054","","1.59%"
"11/17/2010","60,267","60,697","60,872","59,928","","-0.74%"
"11/16/2010","60,718","61,458","61,785","60,521","","-1.17%"
"11/15/2010","61,435","61,185","62,135","60,942","","0.28%"
"11/12/2010","61,264","62,716","62,820","60,911","","-2.26%"
"11/11/2010","62,682","62,118","62,946","61,793","","0.84%"
"11/10/2010","62,160","61,716","62,623","61,378","","0.83%"
"11/09/2010","61,648","62,468","63,117","61,335","","-1.33%"
"11/08/2010","62,481","61,219","62,563","60,873","","2.14%"
"11/05/2010","61,170","61,242","61,416","60,287","","-0.12%"
"11/04/2010","61,245","59,558","61,400","59,074","","2.47%"
"11/03/2010","59,768","60,202","60,534","58,804","","-0.72%"
"11/02/2010","60,203","60,061","60,424","59,825","","0.24%"
"11/01/2010","60,061","60,270","60,683","59,892","","-0.26%"
"10/29/2010","60,220","59,615","60,410","59,222","","1.03%"
"10/28/2010","59,604","58,871","59,731","58,659","","1.23%"
"10/27/2010","58,881","59,505","59,742","58,636","","-1.07%"
"10/26/2010","59,519","59,382","59,805","59,137","","0.19%"
"10/25/2010","59,405","59,225","59,835","59,162","","0.58%"
"10/22/2010","59,060","58,706","59,183","58,522","","0.64%"
"10/21/2010","58,682","59,494","59,776","58,320","","-1.43%"
"10/20/2010","59,534","59,154","59,700","59,011","","0.67%"
"10/19/2010","59,139","60,552","60,870","58,888","","-2.34%"
"10/18/2010","60,554","60,554","60,554","60,554","","0.48%"
"10/15/2010","60,267","60,851","61,101","60,117","","-1.03%"
"10/14/2010","60,893","60,821","61,283","60,465","","0.16%"
"10/13/2010","60,795","60,059","61,030","59,836","","1.23%"
"10/12/2010","60,057","60,095","60,345","59,611","","-0.02%"
"10/11/2010","60,071","59,722","60,202","59,538","","0.52%"
"10/08/2010","59,762","58,885","59,963","58,579","","1.47%"
"10/07/2010","58,899","59,610","60,483","58,547","","-1.18%"
"10/06/2010","59,599","59,465","59,932","59,242","","0.02%"
"10/05/2010","59,588","58,549","59,670","58,331","","1.72%"
"10/04/2010","58,583","58,427","58,780","58,153","","0.27%"
"10/01/2010","58,422","58,331","58,739","58,129","","0.20%"
"09/30/2010","58,307","58,515","58,657","57,765","","-0.32%"
"09/29/2010","58,495","58,834","59,047","58,426","","-0.58%"
"09/28/2010","58,838","58,250","59,063","57,819","","1.03%"
"09/27/2010","58,237","58,517","58,631","58,114","","-0.41%"
"09/24/2010","58,474","58,717","59,043","58,397","","-0.35%"
"09/23/2010","58,678","58,839","59,064","58,629","","-0.27%"
"09/22/2010","58,837","58,723","59,024","58,227","","0.16%"
"09/21/2010","58,744","58,366","58,870","57,934","","0.67%"
"09/20/2010","58,352","58,475","58,709","58,271","","-0.01%"
"09/17/2010","58,360","58,805","58,899","58,273","","-0.76%"
"09/16/2010","58,808","58,527","58,981","58,231","","0.44%"
"09/15/2010","58,548","58,639","58,997","58,395","","-0.21%"
"09/14/2010","58,674","57,620","58,942","57,527","","1.79%"
"09/13/2010","57,641","57,600","57,851","57,303","","0.01%"
"09/10/2010","57,638","57,650","57,958","57,201","","-0.01%"
"09/09/2010","57,641","58,243","58,583","57,536","","-1.17%"
"09/08/2010","58,325","58,727","58,962","58,226","","-0.75%"
"09/07/2010","58,767","58,078","58,980","57,657","","1.06%"
"09/06/2010","58,148","57,987","58,294","57,567","","0.46%"
"09/03/2010","57,880","58,451","58,553","57,530","","-0.95%"
"09/02/2010","58,435","57,935","58,615","57,746","","0.71%"
"09/01/2010","58,026","58,707","58,808","57,955","","-1.01%"
"08/31/2010","58,620","57,932","58,799","57,458","","1.08%"
"08/30/2010","57,995","57,862","58,092","57,279","","0.25%"
"08/27/2010","57,848","57,845","58,265","57,527","","0.08%"
"08/26/2010","57,803","58,088","58,308","57,624","","-0.53%"
"08/25/2010","58,114","57,624","58,257","57,259","","0.80%"
"08/24/2010","57,652","57,143","57,914","56,462","","0.89%"
"08/23/2010","57,146","57,183","57,441","56,845","","-0.11%"
"08/20/2010","57,211","57,217","57,523","56,868","","-0.11%"
"08/19/2010","57,273","57,198","57,378","56,675","","0.14%"
"08/18/2010","57,195","57,101","57,377","56,563","","0.28%"
"08/17/2010","57,036","57,226","57,384","56,678","","-0.49%"
"08/16/2010","57,315","56,505","57,422","56,433","","1.35%"
"08/13/2010","56,551","56,682","56,914","56,203","","-0.16%"
"08/12/2010","56,642","55,872","56,850","55,610","","1.43%"
"08/11/2010","55,842","55,772","56,383","55,378","","0.16%"
"08/10/2010","55,754","55,349","55,946","54,883","","0.79%"
"08/09/2010","55,316","55,329","55,789","55,054","","-0.06%"
"08/06/2010","55,350","54,982","55,904","54,583","","0.64%"
"08/05/2010","55,000","54,797","55,496","54,581","","0.30%"
"08/04/2010","54,838","54,709","55,488","54,437","","0.28%"
"08/03/2010","54,686","54,593","54,923","54,137","","0.15%"
"08/02/2010","54,603","54,773","55,020","54,315","","-0.31%"
"07/30/2010","54,771","54,296","54,901","53,847","","0.91%"
"07/29/2010","54,276","54,376","54,549","53,947","","-0.19%"
"07/28/2010","54,378","54,207","54,471","53,941","","0.33%"
"07/27/2010","54,198","55,585","55,767","54,034","","-2.54%"
"07/26/2010","55,613","55,741","56,358","55,503","","-0.22%"
"07/23/2010","55,734","56,287","56,503","55,538","","-0.98%"
"07/22/2010","56,283","55,856","56,575","55,547","","0.67%"
"07/21/2010","55,908","56,270","56,515","55,736","","-0.72%"
"07/20/2010","56,313","55,785","56,425","55,373","","1.03%"
"07/19/2010","55,741","55,699","56,203","55,459","","0.02%"
"07/16/2010","55,727","56,324","56,632","55,486","","-1.05%"
"07/15/2010","56,317","56,416","56,749","56,042","","-0.13%"
"07/14/2010","56,390","56,621","56,922","56,194","","-0.40%"
"07/13/2010","56,616","55,726","56,939","55,509","","1.55%"
"07/12/2010","55,752","56,466","56,634","55,820","","-1.37%"
"07/09/2010","56,529","56,075","56,642","55,597","","0.76%"
"07/08/2010","56,103","56,465","56,748","55,620","","-0.71%"
"07/07/2010","56,505","55,712","56,652","55,395","","1.35%"
"07/06/2010","55,750","56,470","56,805","55,654","","-1.32%"
"07/05/2010","56,496","56,342","56,880","56,064","","0.23%"
"07/02/2010","56,366","55,710","56,966","55,619","","0.95%"
"07/01/2010","55,833","57,662","58,036","55,789","","-3.15%"
"06/30/2010","57,648","57,561","58,018","57,304","","-0.01%"
"06/29/2010","57,656","57,131","57,812","56,748","","0.88%"
"06/28/2010","57,152","57,689","58,350","57,015","","-1.07%"
"06/25/2010","57,770","57,762","58,334","57,245","","-0.11%"
"06/24/2010","57,836","56,997","58,179","56,570","","1.33%"
"06/23/2010","57,075","56,961","57,570","56,698","","0.10%"
"06/22/2010","57,019","56,214","57,413","56,235","","1.39%"
"06/21/2010","56,237","57,908","58,066","56,224","","-2.71%"
"06/18/2010","57,805","57,487","58,226","57,010","","0.55%"
"06/17/2010","57,489","57,012","57,859","56,873","","0.83%"
"06/16/2010","57,014","57,135","57,655","56,781","","-0.25%"
"06/15/2010","57,158","56,732","57,387","56,380","","0.71%"
"06/14/2010","56,753","57,376","57,702","56,511","","-0.97%"
"06/11/2010","57,311","56,813","57,565","56,465","","0.71%"
"06/10/2010","56,909","57,858","58,023","56,853","","-1.69%"
"06/09/2010","57,886","57,746","58,361","57,387","","0.12%"
"06/08/2010","57,818","58,369","58,986","57,787","","-0.96%"
"06/07/2010","58,378","57,083","58,618","56,593","","2.20%"
"06/04/2010","57,122","56,240","57,216","55,792","","1.40%"
"06/03/2010","56,332","57,442","57,541","55,944","","-1.94%"
"06/02/2010","57,450","57,740","57,902","56,946","","-0.48%"
"06/01/2010","57,726","56,332","57,949","56,282","","2.42%"
"05/31/2010","56,360","56,095","56,497","55,876","","0.29%"
"05/28/2010","56,199","56,552","56,694","55,717","","-0.68%"
"05/27/2010","56,583","57,045","57,257","56,409","","-0.74%"
"05/26/2010","57,005","57,062","57,574","57,019","","0.02%"
"05/25/2010","56,993","55,913","57,277","55,368","","1.86%"
"05/24/2010","55,953","55,175","56,226","55,191","","1.52%"
"05/21/2010","55,115","55,250","55,738","54,586","","-0.40%"
"05/20/2010","55,334","55,245","55,952","54,995","","0.11%"
"05/19/2010","55,273","55,752","56,394","54,940","","-0.68%"
"05/18/2010","55,652","55,557","56,042","55,014","","0.05%"
"05/17/2010","55,623","55,680","56,790","55,481","","-0.27%"
"05/14/2010","55,773","55,524","56,484","55,047","","0.46%"
"05/13/2010","55,519","55,500","56,849","55,276","","-0.10%"
"05/12/2010","55,574","55,436","56,298","55,067","","0.08%"
"05/11/2010","55,529","53,823","55,654","53,662","","3.02%"
"05/10/2010","53,899","54,744","54,853","53,142","","-2.03%"
"05/07/2010","55,015","54,859","55,309","54,199","","0.20%"
"05/06/2010","54,904","52,668","55,089","52,122","","4.33%"
"05/05/2010","52,628","52,227","52,760","51,894","","0.73%"
"05/04/2010","52,245","52,583","53,199","52,026","","-0.70%"
"05/03/2010","52,612","52,149","52,819","52,023","","0.91%"
"04/30/2010","52,138","51,682","52,547","51,747","","0.43%"
"04/29/2010","51,915","51,959","52,252","51,734","","-0.01%"
"04/28/2010","51,922","51,885","52,333","51,684","","-0.35%"
"04/27/2010","52,103","51,194","52,152","50,957","","1.68%"
"04/26/2010","51,243","51,199","51,412","50,963","","0.01%"
"04/23/2010","51,239","50,809","51,405","50,421","","0.85%"
"04/22/2010","50,807","51,021","51,161","50,415","","-0.42%"
"04/21/2010","51,023","50,683","51,255","50,492","","0.60%"
"04/20/2010","50,719","50,766","50,993","50,552","","-0.08%"
"04/19/2010","50,762","50,164","50,846","50,168","","0.94%"
"04/16/2010","50,288","51,314","51,508","50,080","","-2.01%"
"04/15/2010","51,320","51,009","51,619","50,941","","0.60%"
"04/14/2010","51,013","51,211","51,451","50,958","","-0.37%"
"04/13/2010","51,205","51,331","51,553","50,990","","-0.35%"
"04/12/2010","51,385","51,560","51,892","51,206","","0.34%"
"04/09/2010","51,210","51,046","51,558","50,922","","0.42%"
"04/08/2010","50,998","50,991","51,288","50,758","","0.09%"
"04/07/2010","50,951","50,334","51,257","50,212","","1.22%"
"04/06/2010","50,336","50,167","50,576","49,871","","0.44%"
"04/05/2010","50,114","50,292","50,472","49,894","","0.01%"
"04/02/2010","50,109","50,366","50,484","49,986","","-0.65%"
"04/01/2010","50,438","49,836","50,552","49,734","","1.17%"
"03/31/2010","49,853","49,622","50,232","49,500","","0.48%"
"03/30/2010","49,617","49,772","50,165","49,548","","-0.22%"
"03/29/2010","49,725","50,052","50,283","49,674","","-0.30%"
"03/26/2010","49,874","49,442","50,107","49,320","","0.66%"
"03/25/2010","49,546","49,315","49,905","49,237","","0.38%"
"03/24/2010","49,361","50,008","50,242","49,309","","-1.37%"
"03/23/2010","50,049","50,106","50,469","49,921","","-0.13%"
"03/22/2010","50,113","50,287","50,473","49,715","","-0.32%"
"03/19/2010","50,273","51,129","51,287","49,891","","-1.72%"
"03/18/2010","51,152","50,973","51,396","50,730","","0.26%"
"03/17/2010","51,021","51,192","51,421","50,667","","-0.34%"
"03/16/2010","51,194","50,490","51,392","50,298","","1.38%"
"03/15/2010","50,497","49,984","50,586","49,912","","0.83%"
"03/12/2010","50,082","50,449","50,846","49,992","","-0.76%"
"03/11/2010","50,464","50,312","50,640","50,120","","0.28%"
"03/10/2010","50,326","51,084","51,249","50,098","","-1.35%"
"03/09/2010","51,016","51,114","51,307","50,612","","-0.09%"
"03/08/2010","51,062","51,588","51,728","50,927","","-0.68%"
"03/05/2010","51,413","51,784","52,001","51,390","","-0.72%"
"03/04/2010","51,784","52,036","52,302","51,521","","-0.50%"
"03/03/2010","52,043","51,958","52,426","51,643","","0.39%"
"03/02/2010","51,842","51,467","52,379","51,202","","0.90%"
"03/01/2010","51,382","51,435","51,771","51,104","","-0.10%"
"02/26/2010","51,435","51,198","51,605","51,006","","0.34%"
"02/25/2010","51,260","50,781","51,606","50,461","","1.05%"
"02/24/2010","50,728","51,014","51,317","50,457","","-0.50%"
"02/23/2010","50,981","51,328","51,672","50,859","","-0.65%"
"02/22/2010","51,314","51,840","52,084","51,190","","-0.55%"
"02/19/2010","51,596","51,335","52,133","50,630","","-0.56%"
"02/18/2010","51,884","51,040","51,998","50,455","","0.85%"
"02/17/2010","51,446","51,389","51,969","51,032","","0.06%"
"02/16/2010","51,416","50,986","51,808","50,801","","0.84%"
"02/15/2010","50,986","50,751","51,084","50,397","","0.53%"
"02/12/2010","50,715","50,775","50,868","49,984","","0.00%"
"02/11/2010","50,717","49,658","50,918","49,680","","2.04%"
"02/10/2010","49,702","49,954","50,329","49,442","","-0.47%"
"02/09/2010","49,937","49,770","50,376","49,503","","0.32%"
"02/08/2010","49,777","49,744","50,244","49,412","","0.26%"
"02/05/2010","49,646","49,105","49,838","48,814","","1.06%"
"02/04/2010","49,124","50,899","51,176","48,991","","-3.54%"
"02/03/2010","50,926","51,355","51,724","50,908","","-0.90%"
"02/02/2010","51,388","50,990","51,637","50,658","","0.63%"
"02/01/2010","51,066","49,850","51,184","49,584","","2.50%"
"01/29/2010","49,818","50,249","50,404","49,556","","-0.99%"
"01/28/2010","50,314","50,216","50,781","49,796","","0.28%"
"01/27/2010","50,172","50,296","51,014","50,188","","-0.33%"
"01/26/2010","50,339","50,563","50,795","49,905","","-0.43%"
"01/25/2010","50,558","50,399","51,017","50,286","","0.18%"
"01/22/2010","50,467","50,565","50,818","50,031","","-0.28%"
"01/21/2010","50,607","50,951","51,371","50,205","","-0.67%"
"01/20/2010","50,949","52,057","52,261","50,955","","-2.10%"
"01/19/2010","52,041","51,637","52,247","51,564","","0.71%"
"01/18/2010","51,676","51,681","51,929","51,465","","-0.10%"
"01/15/2010","51,727","51,988","52,168","51,415","","-0.70%"
"01/14/2010","52,091","51,724","52,490","51,535","","0.67%"
"01/13/2010","51,745","51,498","51,867","51,015","","0.52%"
"01/12/2010","51,477","52,034","52,681","51,384","","-1.31%"
"01/11/2010","52,160","51,793","52,799","51,889","","0.99%"
"01/08/2010","51,647","51,635","52,055","51,101","","0.07%"
"01/07/2010","51,612","51,975","52,049","51,499","","-0.69%"
"01/06/2010","51,970","51,596","52,296","51,396","","0.56%"
"01/05/2010","51,682","51,864","52,169","51,456","","-0.27%"
"01/04/2010","51,820","51,078","51,997","50,860","","1.41%"
"01/01/2010","51,101","50,866","51,228","50,891","","0.48%"
"12/31/2009","50,854","50,808","51,566","50,795","","0.20%"
"12/30/2009","50,755","51,069","51,240","50,602","","-0.64%"
"12/29/2009","51,083","51,360","51,709","51,086","","-0.61%"
"12/28/2009","51,397","51,455","51,850","51,193","","0.12%"
"12/25/2009","51,336","51,401","51,470","51,347","","-0.51%"
"12/24/2009","51,600","50,715","51,690","50,724","","1.79%"
"12/23/2009","50,691","50,713","51,379","50,581","","-0.04%"
"12/22/2009","50,710","51,154","51,434","50,211","","-0.79%"
"12/21/2009","51,112","51,897","52,332","51,024","","-1.54%"
"12/18/2009","51,912","51,488","52,170","51,267","","0.78%"
"12/17/2009","51,512","52,981","53,298","51,396","","-2.74%"
"12/16/2009","52,962","52,321","53,163","52,160","","1.27%"
"12/15/2009","52,300","52,472","52,709","51,739","","-0.20%"
"12/14/2009","52,404","51,740","52,643","51,632","","1.22%"
"12/11/2009","51,772","52,554","53,191","51,573","","-1.61%"
"12/10/2009","52,619","52,496","52,867","52,228","","0.26%"
"12/09/2009","52,484","52,628","53,374","51,989","","-0.33%"
"12/08/2009","52,660","53,724","54,369","52,479","","-2.08%"
"12/07/2009","53,780","53,536","54,141","52,910","","0.37%"
"12/04/2009","53,580","55,531","56,011","52,997","","-3.78%"
"12/03/2009","55,688","56,168","56,754","55,475","","-0.75%"
"12/02/2009","56,110","55,308","56,307","55,070","","1.31%"
"12/01/2009","55,387","54,847","55,570","54,421","","1.27%"
"11/30/2009","54,690","54,729","55,044","54,093","","0.08%"
"11/27/2009","54,646","55,556","55,682","53,512","","-1.78%"
"11/26/2009","55,635","54,720","55,688","54,451","","1.80%"
"11/25/2009","54,654","54,300","54,851","53,895","","0.61%"
"11/24/2009","54,323","54,135","54,438","53,591","","0.40%"
"11/23/2009","54,105","53,570","54,501","53,107","","1.11%"
"11/20/2009","53,512","53,438","53,708","52,798","","0.12%"
"11/19/2009","53,447","52,888","53,559","52,558","","1.09%"
"11/18/2009","52,874","52,751","53,293","52,421","","0.32%"
"11/17/2009","52,707","52,387","52,837","52,035","","0.53%"
"11/16/2009","52,431","51,625","52,615","51,682","","1.48%"
"11/13/2009","51,666","51,427","51,747","51,018","","0.48%"
"11/12/2009","51,420","51,787","52,257","51,453","","-0.74%"
"11/11/2009","51,805","51,173","51,877","50,874","","1.22%"
"11/10/2009","51,180","51,216","51,462","50,886","","0.05%"
"11/09/2009","51,154","51,351","51,601","51,035","","-0.24%"
"11/06/2009","51,276","51,150","51,606","50,857","","0.11%"
"11/05/2009","51,218","51,225","51,484","50,799","","0.03%"
"11/04/2009","51,202","51,099","51,505","50,759","","0.18%"
"11/03/2009","51,109","49,578","51,432","49,582","","3.15%"
"11/02/2009","49,547","48,959","49,965","48,827","","1.15%"
"10/30/2009","48,982","48,889","49,279","48,579","","0.26%"
"10/29/2009","48,854","48,435","49,422","48,376","","0.90%"
"10/28/2009","48,416","48,737","49,125","48,437","","-0.69%"
"10/27/2009","48,751","48,268","48,983","48,270","","0.98%"
"10/26/2009","48,277","48,991","49,357","48,330","","-1.52%"
"10/23/2009","49,021","49,305","49,583","48,767","","-0.63%"
"10/22/2009","49,332","48,994","49,510","48,872","","0.55%"
"10/21/2009","49,061","48,760","49,369","48,540","","0.61%"
"10/20/2009","48,765","48,949","49,302","48,675","","-0.24%"
"10/19/2009","48,884","48,628","49,007","48,302","","0.56%"
"10/16/2009","48,614","48,227","48,851","48,202","","0.72%"
"10/15/2009","48,266","48,843","49,044","48,136","","-1.25%"
"10/14/2009","48,877","49,354","49,461","48,688","","-0.92%"
"10/13/2009","49,329","48,794","49,614","48,491","","0.92%"
"10/12/2009","48,879","48,732","49,185","48,548","","0.28%"
"10/09/2009","48,744","48,741","48,972","48,219","","0.10%"
"10/08/2009","48,695","48,675","49,120","48,306","","0.06%"
"10/07/2009","48,668","48,636","48,996","48,296","","0.02%"
"10/06/2009","48,660","48,148","48,861","47,926","","0.92%"
"10/05/2009","48,217","47,648","48,261","47,333","","1.14%"
"10/02/2009","47,674","47,596","48,107","47,189","","0.01%"
"10/01/2009","47,669","48,016","48,254","47,617","","-0.77%"
"09/30/2009","48,040","47,697","48,548","47,490","","0.72%"
"09/29/2009","47,697","47,289","47,892","47,260","","0.90%"
"09/28/2009","47,270","47,547","47,753","47,203","","-0.52%"
"09/25/2009","47,515","47,547","48,471","47,267","","-0.19%"
"09/24/2009","47,604","48,275","48,840","47,469","","-1.55%"
"09/23/2009","48,356","48,595","48,900","48,203","","-0.58%"
"09/22/2009","48,641","48,075","48,930","48,111","","1.13%"
"09/21/2009","48,096","48,194","48,326","47,772","","-0.41%"
"09/18/2009","48,295","48,701","48,929","48,327","","-0.73%"
"09/17/2009","48,651","48,902","49,176","48,596","","-0.56%"
"09/16/2009","48,924","48,746","49,303","48,765","","0.39%"
"09/15/2009","48,736","48,590","49,005","48,246","","0.22%"
"09/14/2009","48,629","48,601","48,921","48,312","","0.01%"
"09/11/2009","48,625","48,148","49,015","48,039","","0.94%"
"09/10/2009","48,172","48,007","48,383","47,655","","0.20%"
"09/09/2009","48,074","48,097","48,678","47,714","","-0.03%"
"09/08/2009","48,090","48,279","48,982","48,004","","-0.38%"
"09/07/2009","48,271","48,404","48,604","48,160","","-0.32%"
"09/04/2009","48,428","48,375","48,692","48,169","","0.18%"
"09/03/2009","48,341","47,812","48,783","47,517","","1.07%"
"09/02/2009","47,829","46,951","48,025","46,484","","1.80%"
"09/01/2009","46,986","46,224","47,076","46,058","","1.64%"
"08/31/2009","46,229","46,320","46,743","46,047","","-0.22%"
"08/28/2009","46,329","46,229","46,782","46,086","","0.21%"
"08/27/2009","46,231","46,152","46,505","45,868","","0.05%"
"08/26/2009","46,206","45,920","46,393","45,823","","0.60%"
"08/25/2009","45,932","45,675","46,641","45,642","","0.49%"
"08/24/2009","45,706","46,091","46,527","45,577","","-0.96%"
"08/21/2009","46,152","45,466","46,402","45,316","","1.47%"
"08/20/2009","45,483","45,762","46,144","45,477","","-0.58%"
"08/19/2009","45,750","45,644","46,060","45,451","","0.09%"
"08/18/2009","45,707","45,513","45,898","45,433","","0.41%"
"08/17/2009","45,521","45,578","46,090","45,276","","-0.11%"
"08/14/2009","45,571","45,780","46,293","45,472","","-0.45%"
"08/13/2009","45,778","45,548","46,223","45,531","","0.54%"
"08/12/2009","45,534","45,237","45,953","45,096","","0.70%"
"08/11/2009","45,216","45,100","45,560","44,942","","0.28%"
"08/10/2009","45,088","45,451","45,740","45,010","","-0.87%"
"08/07/2009","45,482","45,803","46,110","45,501","","-0.65%"
"08/06/2009","45,779","45,623","46,225","45,476","","0.33%"
"08/05/2009","45,630","45,884","46,068","45,192","","-0.55%"
"08/04/2009","45,882","45,262","46,067","45,046","","1.48%"
"08/03/2009","45,214","45,472","45,822","45,082","","-0.82%"
"07/31/2009","45,589","45,046","45,850","44,592","","1.24%"
"07/30/2009","45,032","44,822","45,265","44,709","","0.46%"
"07/29/2009","44,824","45,159","45,460","44,683","","-0.71%"
"07/28/2009","45,147","45,858","46,137","44,969","","-1.58%"
"07/27/2009","45,870","45,715","46,202","45,433","","0.39%"
"07/24/2009","45,693","45,631","46,043","45,487","","0.09%"
"07/23/2009","45,653","45,923","46,348","45,693","","-0.75%"
"07/22/2009","45,999","45,694","46,284","45,482","","0.65%"
"07/21/2009","45,701","45,034","46,190","45,551","","0.19%"
"07/20/2009","45,616","45,515","46,059","45,387","","0.28%"
"07/17/2009","45,486","45,533","45,750","45,258","","-0.07%"
"07/16/2009","45,516","45,589","45,749","45,214","","-0.10%"
"07/15/2009","45,562","45,202","45,775","44,684","","0.83%"
"07/14/2009","45,185","45,021","45,427","44,746","","0.40%"
"07/13/2009","45,006","44,553","45,192","44,311","","1.17%"
"07/10/2009","44,486","44,262","44,610","44,167","","0.49%"
"07/09/2009","44,269","44,328","44,779","44,063","","-0.14%"
"07/08/2009","44,332","44,708","45,210","44,178","","-0.88%"
"07/07/2009","44,725","44,795","45,154","44,464","","-0.20%"
"07/06/2009","44,814","44,519","45,129","44,207","","0.67%"
"07/03/2009","44,516","44,444","44,988","44,429","","0.02%"
"07/02/2009","44,506","44,876","45,033","44,407","","-0.87%"
"07/01/2009","44,897","44,174","45,227","44,225","","1.58%"
"06/30/2009","44,200","44,957","45,249","44,169","","-1.78%"
"06/29/2009","45,002","45,120","45,372","44,796","","-0.10%"
"06/26/2009","45,045","45,500","45,857","44,980","","-1.04%"
"06/25/2009","45,520","44,980","45,653","44,886","","1.13%"
"06/24/2009","45,009","44,821","45,650","44,517","","0.41%"
"06/23/2009","44,824","44,721","44,944","44,140","","0.21%"
"06/22/2009","44,731","44,782","45,279","44,460","","-0.20%"
"06/19/2009","44,822","44,852","45,116","44,637","","0.05%"
"06/18/2009","44,799","45,061","45,340","44,802","","-0.46%"
"06/17/2009","45,006","44,498","45,109","44,222","","1.11%"
"06/16/2009","44,510","44,161","44,782","44,129","","0.78%"
"06/15/2009","44,166","44,522","44,904","44,150","","-0.74%"
"06/12/2009","44,494","45,234","45,409","44,529","","-1.60%"
"06/11/2009","45,220","45,010","45,616","44,804","","0.46%"
"06/10/2009","45,012","45,160","45,650","44,727","","-0.26%"
"06/09/2009","45,132","45,135","45,601","44,781","","0.02%"
"06/08/2009","45,123","44,811","45,437","44,720","","0.63%"
"06/05/2009","44,842","46,150","46,309","44,757","","-2.72%"
"06/04/2009","46,096","45,110","46,257","45,118","","2.20%"
"06/03/2009","45,106","45,913","46,320","45,050","","-1.74%"
"06/02/2009","45,904","45,575","46,314","45,384","","0.73%"
"06/01/2009","45,573","46,102","46,462","45,559","","-1.19%"
"05/29/2009","46,121","45,536","46,201","45,262","","1.27%"
"05/28/2009","45,543","45,080","45,927","44,786","","0.99%"
"05/27/2009","45,096","45,184","45,715","44,710","","-0.09%"
"05/26/2009","45,137","45,247","45,697","44,852","","-0.33%"
"05/25/2009","45,285","44,760","45,396","44,632","","1.14%"
"05/22/2009","44,776","45,050","45,166","44,644","","-0.54%"
"05/21/2009","45,020","44,447","45,178","44,230","","1.33%"
"05/20/2009","44,428","43,988","44,615","43,757","","1.00%"
"05/19/2009","43,990","43,643","44,317","43,546","","0.76%"
"05/18/2009","43,659","45,829","45,982","43,576","","-4.85%"
"05/15/2009","45,884","45,919","46,081","45,584","","-0.05%"
"05/14/2009","45,907","45,909","46,271","45,675","","-0.01%"
"05/13/2009","45,912","45,418","46,171","44,968","","1.12%"
"05/12/2009","45,401","45,074","45,549","44,888","","0.69%"
"05/11/2009","45,092","44,986","45,301","44,698","","0.15%"
"05/08/2009","45,025","44,662","45,354","44,506","","0.90%"
"05/07/2009","44,625","44,919","45,467","44,604","","-0.74%"
"05/06/2009","44,958","44,042","45,113","44,069","","1.99%"
"05/05/2009","44,081","44,797","45,137","44,109","","-1.69%"
"05/04/2009","44,839","44,005","45,233","43,965","","1.95%"
"05/01/2009","43,980","44,049","44,193","43,593","","-0.09%"
"04/30/2009","44,022","44,725","44,927","43,809","","-1.68%"
"04/29/2009","44,772","44,883","45,123","44,475","","-0.19%"
"04/28/2009","44,858","45,386","46,027","44,418","","-1.17%"
"04/27/2009","45,391","45,195","45,984","45,253","","0.33%"
"04/24/2009","45,240","45,062","45,627","44,929","","0.55%"
"04/23/2009","44,992","44,693","45,360","44,463","","0.58%"
"04/22/2009","44,733","44,390","44,884","44,231","","0.80%"
"04/21/2009","44,377","44,386","45,133","44,238","","-0.04%"
"04/20/2009","44,393","43,212","44,638","42,881","","2.75%"
"04/17/2009","43,204","43,398","43,790","43,042","","-0.42%"
"04/16/2009","43,388","44,124","44,489","43,275","","-1.68%"
"04/15/2009","44,129","44,048","44,772","43,940","","0.16%"
"04/14/2009","44,060","44,386","44,756","43,918","","-0.64%"
"04/13/2009","44,346","43,839","44,804","43,776","","1.16%"
"04/10/2009","43,839","43,742","44,127","43,610","","0.18%"
"04/09/2009","43,762","44,117","44,355","43,726","","-0.75%"
"04/08/2009","44,092","43,957","44,945","43,878","","0.28%"
"04/07/2009","43,967","43,398","44,289","43,451","","1.21%"
"04/06/2009","43,440","44,603","44,759","43,222","","-2.38%"
"04/03/2009","44,497","45,123","45,611","44,461","","-1.46%"
"04/02/2009","45,158","46,908","47,001","44,933","","-3.74%"
"04/01/2009","46,913","46,391","47,140","46,173","","1.17%"
"03/31/2009","46,371","46,857","47,079","46,158","","-1.00%"
"03/30/2009","46,841","46,595","47,661","46,243","","0.71%"
"03/27/2009","46,513","47,068","47,395","46,312","","-1.11%"
"03/26/2009","47,035","47,148","47,903","46,885","","-0.23%"
"03/25/2009","47,143","46,678","47,732","46,458","","1.05%"
"03/24/2009","46,653","47,129","47,931","46,410","","-1.03%"
